Date,Crop,Quantity Sold (kg),Price per kg (₹),Revenue (₹)
2023-07-19,Sorghum,1205,19.39,23364.95
2023-07-19,Barley,1378,29.11,40113.58
2023-07-20,Rice,1746,31.02,54160.92
2023-07-20,Wheat,904,22.88,20683.52
2023-07-20,Corn,1374,22.99,31588.26
2023-07-20,Millet,1145,19.46,22281.7
2023-07-20,Soybean,1320,50.2,66264.0
2023-07-20,Rapeseed,1102,51.47,56719.94
2023-07-20,Peanut,1495,57.88,86530.6
2023-07-20,Sorghum,562,21.61,12144.82
2023-07-20,Barley,1457,26.53,38654.21
2023-07-21,Rice,1135,28.6,32461.0
2023-07-21,Wheat,857,26.52,22727.64
2023-07-21,Corn,508,23.05,11709.4
2023-07-21,Millet,616,17.76,10940.16
2023-07-21,Soybean,1018,51.54,52467.72
2023-07-21,Rapeseed,903,59.19,53448.57
2023-07-21,Peanut,503,56.91,28625.73
2023-07-21,Sorghum,1261,18.54,23378.94
2023-07-21,Barley,629,30.45,19153.05
2023-07-22,Rice,1629,29.11,47420.19
2023-07-22,Wheat,857,25.17,21570.69
2023-07-22,Corn,1422,24.08,34241.76
2023-07-22,Millet,1212,16.74,20288.88
2023-07-22,Soybean,968,50.48,48864.64
2023-07-22,Rapeseed,1419,57.73,81918.87
2023-07-22,Peanut,555,61.85,34326.75
2023-07-22,Sorghum,1099,19.85,21815.15
2023-07-22,Barley,761,25.91,19717.51
2023-07-23,Rice,1918,28.97,55564.46
2023-07-23,Wheat,1020,23.05,23511.0
2023-07-23,Corn,740,23.62,17478.8
2023-07-23,Millet,1101,18.6,20478.6
2023-07-23,Soybean,704,50.6,35622.4
2023-07-23,Rapeseed,865,50.81,43950.65
2023-07-23,Peanut,1218,63.84,77757.12
2023-07-23,Sorghum,1416,19.37,27427.92
2023-07-23,Barley,1362,25.29,34444.98
2023-07-24,Rice,2166,31.46,68142.36
2023-07-24,Wheat,1015,24.67,25040.05
2023-07-24,Corn,1277,21.2,27072.4
2023-07-24,Millet,1078,17.76,19145.28
2023-07-24,Soybean,900,48.2,43380.0
2023-07-24,Rapeseed,974,54.43,53014.82
2023-07-24,Peanut,503,59.75,30054.25
2023-07-24,Sorghum,1363,21.58,29413.54
2023-07-24,Barley,1055,27.07,28558.85
2023-07-25,Rice,1863,27.97,52108.11
2023-07-25,Wheat,689,22.88,15764.32
2023-07-25,Corn,1121,22.04,24706.84
2023-07-25,Millet,1290,17.58,22678.2
2023-07-25,Soybean,1137,46.16,52483.92
2023-07-25,Rapeseed,985,52.21,51426.85
2023-07-25,Peanut,869,55.08,47864.52
2023-07-25,Sorghum,1352,19.47,26323.44
2023-07-25,Barley,642,27.15,17430.3
2023-07-26,Rice,2199,31.1,68388.9
2023-07-26,Wheat,1440,25.77,37108.8
2023-07-26,Corn,796,20.47,16294.12
2023-07-26,Millet,1233,18.33,22600.89
2023-07-26,Soybean,1373,46.88,64366.24
2023-07-26,Rapeseed,1182,57.44,67894.08
2023-07-26,Peanut,600,61.65,36990.0
2023-07-26,Sorghum,1334,19.93,26586.62
2023-07-26,Barley,853,29.82,25436.46
2023-07-27,Rice,2046,32.1,65676.6
2023-07-27,Wheat,1273,25.07,31914.11
2023-07-27,Corn,1490,23.54,35074.6
2023-07-27,Millet,1480,18.0,26640.0
2023-07-27,Soybean,619,52.02,32200.38
2023-07-27,Rapeseed,576,58.1,33465.6
2023-07-27,Peanut,1435,57.48,82483.8
2023-07-27,Sorghum,576,20.93,12055.68
2023-07-27,Barley,943,26.91,25376.13
2023-07-28,Rice,970,31.28,30341.6
2023-07-28,Wheat,685,25.96,17782.6
2023-07-28,Corn,1270,23.4,29718.0
2023-07-28,Millet,1425,17.79,25350.75
2023-07-28,Soybean,533,50.79,27071.07
2023-07-28,Rapeseed,1069,52.96,56614.24
2023-07-28,Peanut,1276,61.43,78384.68
2023-07-28,Sorghum,1036,21.29,22056.44
2023-07-28,Barley,881,29.53,26015.93
2023-07-29,Rice,1656,29.79,49332.24
2023-07-29,Wheat,662,24.65,16318.3
2023-07-29,Corn,1130,20.77,23470.1
2023-07-29,Millet,600,18.28,10968.0
2023-07-29,Soybean,678,52.43,35547.54
2023-07-29,Rapeseed,854,58.46,49924.84
2023-07-29,Peanut,1385,57.73,79956.05
2023-07-29,Sorghum,987,19.31,19058.97
2023-07-29,Barley,1043,27.22,28390.46
2023-07-30,Rice,2145,30.47,65358.15
2023-07-30,Wheat,694,22.83,15844.02
2023-07-30,Corn,932,22.25,20737.0
2023-07-30,Millet,914,18.19,16625.66
2023-07-30,Soybean,600,45.58,27348.0
2023-07-30,Rapeseed,972,52.75,51273.0
2023-07-30,Peanut,991,61.71,61154.61
2023-07-30,Sorghum,508,18.78,9540.24
2023-07-30,Barley,1396,28.14,39283.44
2023-07-31,Rice,2031,28.27,57416.37
2023-07-31,Wheat,1491,25.12,37453.92
2023-07-31,Corn,702,21.86,15345.72
2023-07-31,Millet,1214,16.93,20553.02
2023-07-31,Soybean,1144,53.88,61638.72
2023-07-31,Rapeseed,765,54.16,41432.4
2023-07-31,Peanut,1166,58.38,68071.08
2023-07-31,Sorghum,672,18.83,12653.76
2023-07-31,Barley,561,28.11,15769.71
2023-08-01,Rice,1461,32.59,47613.99
2023-08-01,Wheat,1071,25.42,27224.82
2023-08-01,Corn,834,24.02,20032.68
2023-08-01,Millet,794,18.03,14315.82
2023-08-01,Soybean,1485,48.17,71532.45
2023-08-01,Rapeseed,1025,52.18,53484.5
2023-08-01,Peanut,1720,64.99,111782.8
2023-08-01,Sorghum,1331,19.64,26140.84
2023-08-01,Barley,1137,28.61,32529.57
2023-08-02,Rice,1357,31.82,43179.74
2023-08-02,Wheat,927,23.8,22062.6
2023-08-02,Corn,1822,22.68,41322.96
2023-08-02,Millet,579,19.31,11180.49
2023-08-02,Soybean,656,52.32,34321.92
2023-08-02,Rapeseed,583,51.85,30228.55
2023-08-02,Peanut,901,56.34,50762.34
2023-08-02,Sorghum,679,21.05,14292.95
2023-08-02,Barley,1436,28.02,40236.72
2023-08-03,Rice,1477,32.46,47943.42
2023-08-03,Wheat,778,24.4,18983.2
2023-08-03,Corn,1137,22.84,25969.08
2023-08-03,Millet,540,18.02,9730.8
2023-08-03,Soybean,655,52.28,34243.4
2023-08-03,Rapeseed,571,55.73,31821.83
2023-08-03,Peanut,1287,58.69,75534.03
2023-08-03,Sorghum,1463,18.96,27738.48
2023-08-03,Barley,827,25.61,21179.47
2023-08-04,Rice,2221,30.66,68095.86
2023-08-04,Wheat,1228,26.72,32812.16
2023-08-04,Corn,1336,22.91,30607.76
2023-08-04,Millet,675,17.29,11670.75
2023-08-04,Soybean,770,48.43,37291.1
2023-08-04,Rapeseed,534,53.08,28344.72
2023-08-04,Peanut,1797,57.79,103848.63
2023-08-04,Sorghum,1226,20.33,24924.58
2023-08-04,Barley,1146,29.39,33680.94
2023-08-05,Rice,1750,27.74,48545.0
2023-08-05,Wheat,773,24.02,18567.46
2023-08-05,Corn,1506,22.17,33388.02
2023-08-05,Millet,1034,17.85,18456.9
2023-08-05,Soybean,1708,49.28,84170.24
2023-08-05,Rapeseed,1070,56.7,60669.0
2023-08-05,Peanut,805,61.53,49531.65
2023-08-05,Sorghum,1437,21.51,30909.87
2023-08-05,Barley,1234,27.51,33947.34
2023-08-06,Rice,1452,32.07,46565.64
2023-08-06,Wheat,1121,24.89,27901.69
2023-08-06,Corn,699,20.26,14161.74
2023-08-06,Millet,1205,17.82,21473.1
2023-08-06,Soybean,1606,54.9,88169.4
2023-08-06,Rapeseed,1480,50.94,75391.2
2023-08-06,Peanut,1587,58.63,93045.81
2023-08-06,Sorghum,1366,21.76,29724.16
2023-08-06,Barley,612,30.12,18433.44
2023-08-07,Rice,1009,27.31,27555.79
2023-08-07,Wheat,1336,26.27,35096.72
2023-08-07,Corn,1345,21.58,29025.1
2023-08-07,Millet,996,17.15,17081.4
2023-08-07,Soybean,1232,54.86,67587.52
2023-08-07,Rapeseed,996,53.47,53256.12
2023-08-07,Peanut,627,57.3,35927.1
2023-08-07,Sorghum,807,21.73,17536.11
2023-08-07,Barley,1130,26.9,30397.0
2023-08-08,Rice,805,32.34,26033.7
2023-08-08,Wheat,1080,23.73,25628.4
2023-08-08,Corn,1716,21.21,36396.36
2023-08-08,Millet,573,18.39,10537.47
2023-08-08,Soybean,726,50.58,36721.08
2023-08-08,Rapeseed,1283,55.4,71078.2
2023-08-08,Peanut,990,64.08,63439.2
2023-08-08,Sorghum,855,19.89,17005.95
2023-08-08,Barley,783,28.22,22096.26
2023-08-09,Rice,979,32.99,32297.21
2023-08-09,Wheat,766,27.47,21042.02
2023-08-09,Corn,980,20.91,20491.8
2023-08-09,Millet,1441,16.62,23949.42
2023-08-09,Soybean,1256,48.47,60878.32
2023-08-09,Rapeseed,1401,57.93,81159.93
2023-08-09,Peanut,1670,61.41,102554.7
2023-08-09,Sorghum,1152,18.43,21231.36
2023-08-09,Barley,537,27.69,14869.53
2023-08-10,Rice,937,30.43,28512.91
2023-08-10,Wheat,844,25.05,21142.2
2023-08-10,Corn,1916,23.64,45294.24
2023-08-10,Millet,1468,18.01,26438.68
2023-08-10,Soybean,1123,51.3,57609.9
2023-08-10,Rapeseed,1212,58.03,70332.36
2023-08-10,Peanut,1351,56.86,76817.86
2023-08-10,Sorghum,1337,21.3,28478.1
2023-08-10,Barley,1169,28.86,33737.34
2023-08-11,Rice,1351,30.21,40813.71
2023-08-11,Wheat,607,26.18,15891.26
2023-08-11,Corn,882,22.01,19412.82
2023-08-11,Millet,913,18.18,16598.34
2023-08-11,Soybean,1288,53.38,68753.44
2023-08-11,Rapeseed,1301,52.34,68094.34
2023-08-11,Peanut,1023,57.12,58433.76
2023-08-11,Sorghum,768,18.9,14515.2
2023-08-11,Barley,804,25.98,20887.92
2023-08-12,Rice,849,32.25,27380.25
2023-08-12,Wheat,806,27.1,21842.6
2023-08-12,Corn,1348,23.32,31435.36
2023-08-12,Millet,732,18.23,13344.36
2023-08-12,Soybean,1108,45.49,50402.92
2023-08-12,Rapeseed,524,53.66,28117.84
2023-08-12,Peanut,1710,64.18,109747.8
2023-08-12,Sorghum,1310,21.13,27680.3
2023-08-12,Barley,1451,30.77,44647.27
2023-08-13,Rice,1237,27.74,34314.38
2023-08-13,Wheat,1056,22.66,23928.96
2023-08-13,Corn,1836,19.9,36536.4
2023-08-13,Millet,792,18.94,15000.48
2023-08-13,Soybean,847,50.19,42510.93
2023-08-13,Rapeseed,1425,56.36,80313.0
2023-08-13,Peanut,915,56.38,51587.7
2023-08-13,Sorghum,1016,19.85,20167.6
2023-08-13,Barley,1241,29.66,36808.06
2023-08-14,Rice,1599,27.58,44100.42
2023-08-14,Wheat,1149,23.84,27392.16
2023-08-14,Corn,798,22.21,17723.58
2023-08-14,Millet,909,17.22,15652.98
2023-08-14,Soybean,1515,48.52,73507.8
2023-08-14,Rapeseed,943,55.73,52553.39
2023-08-14,Peanut,1034,65.25,67468.5
2023-08-14,Sorghum,1073,18.5,19850.5
2023-08-14,Barley,1008,29.52,29756.16
2023-08-15,Rice,1755,31.51,55300.05
2023-08-15,Wheat,524,25.59,13409.16
2023-08-15,Corn,1066,20.55,21906.3
2023-08-15,Millet,1189,18.27,21723.03
2023-08-15,Soybean,1772,54.53,96627.16
2023-08-15,Rapeseed,933,51.07,47648.31
2023-08-15,Peanut,940,60.49,56860.6
2023-08-15,Sorghum,1219,18.86,22990.34
2023-08-15,Barley,580,26.13,15155.4
2023-08-16,Rice,1974,29.26,57759.24
2023-08-16,Wheat,1285,26.04,33461.4
2023-08-16,Corn,1653,21.29,35192.37
2023-08-16,Millet,1131,18.16,20538.96
2023-08-16,Soybean,752,48.66,36592.32
2023-08-16,Rapeseed,1376,58.23,80124.48
2023-08-16,Peanut,1326,65.12,86349.12
2023-08-16,Sorghum,1148,18.17,20859.16
2023-08-16,Barley,1097,26.84,29443.48
2023-08-17,Rice,1384,28.28,39139.52
2023-08-17,Wheat,1325,24.0,31800.0
2023-08-17,Corn,1328,19.84,26347.52
2023-08-17,Millet,734,16.76,12301.84
2023-08-17,Soybean,615,48.5,29827.5
2023-08-17,Rapeseed,1158,57.45,66527.1
2023-08-17,Peanut,1711,56.06,95918.66
2023-08-17,Sorghum,946,21.47,20310.62
2023-08-17,Barley,885,27.36,24213.6
2023-08-18,Rice,1776,28.85,51237.6
2023-08-18,Wheat,724,24.24,17549.76
2023-08-18,Corn,700,21.18,14826.0
2023-08-18,Millet,1109,18.34,20339.06
2023-08-18,Soybean,1783,47.31,84353.73
2023-08-18,Rapeseed,1009,51.71,52175.39
2023-08-18,Peanut,804,55.67,44758.68
2023-08-18,Sorghum,1220,19.18,23399.6
2023-08-18,Barley,928,27.04,25093.12
2023-08-19,Rice,2083,30.92,64406.36
2023-08-19,Wheat,765,23.33,17847.45
2023-08-19,Corn,1441,20.44,29454.04
2023-08-19,Millet,984,17.41,17131.44
2023-08-19,Soybean,918,50.83,46661.94
2023-08-19,Rapeseed,1243,55.83,69396.69
2023-08-19,Peanut,812,65.86,53478.32
2023-08-19,Sorghum,1371,21.92,30052.32
2023-08-19,Barley,729,28.88,21053.52
2023-08-20,Rice,1990,28.71,57132.9
2023-08-20,Wheat,527,23.5,12384.5
2023-08-20,Corn,945,23.52,22226.4
2023-08-20,Millet,678,17.52,11878.56
2023-08-20,Soybean,1597,45.99,73446.03
2023-08-20,Rapeseed,993,51.04,50682.72
2023-08-20,Peanut,1072,63.06,67600.32
2023-08-20,Sorghum,887,18.22,16161.14
2023-08-20,Barley,644,26.85,17291.4
2023-08-21,Rice,1219,32.13,39166.47
2023-08-21,Wheat,1013,23.4,23704.2
2023-08-21,Corn,800,23.09,18472.0
2023-08-21,Millet,1330,18.43,24511.9
2023-08-21,Soybean,1328,50.0,66400.0
2023-08-21,Rapeseed,592,59.2,35046.4
2023-08-21,Peanut,937,64.54,60473.98
2023-08-21,Sorghum,1306,21.81,28483.86
2023-08-21,Barley,1156,29.11,33651.16
2023-08-22,Rice,1065,29.36,31268.4
2023-08-22,Wheat,1007,23.8,23966.6
2023-08-22,Corn,1805,22.47,40558.35
2023-08-22,Millet,1122,19.51,21890.22
2023-08-22,Soybean,620,48.72,30206.4
2023-08-22,Rapeseed,1249,54.59,68182.91
2023-08-22,Peanut,1099,54.54,59939.46
2023-08-22,Sorghum,1245,21.98,27365.1
2023-08-22,Barley,997,30.17,30079.49
2023-08-23,Rice,871,27.05,23560.55
2023-08-23,Wheat,1080,24.53,26492.4
2023-08-23,Corn,1857,22.15,41132.55
2023-08-23,Millet,1383,18.8,26000.4
2023-08-23,Soybean,747,50.13,37447.11
2023-08-23,Rapeseed,1025,53.22,54550.5
2023-08-23,Peanut,728,65.73,47851.44
2023-08-23,Sorghum,852,18.15,15463.8
2023-08-23,Barley,539,28.9,15577.1
2023-08-24,Rice,1620,27.23,44112.6
2023-08-24,Wheat,686,24.06,16505.16
2023-08-24,Corn,1771,20.24,35845.04
2023-08-24,Millet,726,19.78,14360.28
2023-08-24,Soybean,1533,54.08,82904.64
2023-08-24,Rapeseed,1303,49.94,65071.82
2023-08-24,Peanut,1767,54.86,96937.62
2023-08-24,Sorghum,562,21.94,12330.28
2023-08-24,Barley,833,28.57,23798.81
2023-08-25,Rice,966,30.26,29231.16
2023-08-25,Wheat,658,25.16,16555.28
2023-08-25,Corn,1895,22.83,43262.85
2023-08-25,Millet,1330,17.58,23381.4
2023-08-25,Soybean,1443,54.44,78556.92
2023-08-25,Rapeseed,1043,56.45,58877.35
2023-08-25,Peanut,728,65.03,47341.84
2023-08-25,Sorghum,837,19.1,15986.7
2023-08-25,Barley,1450,26.48,38396.0
2023-08-26,Rice,1185,28.05,33239.25
2023-08-26,Wheat,1284,24.62,31612.08
2023-08-26,Corn,906,21.95,19886.7
2023-08-26,Millet,1406,16.6,23339.6
2023-08-26,Soybean,939,51.62,48471.18
2023-08-26,Rapeseed,1111,55.97,62182.67
2023-08-26,Peanut,1492,59.51,88788.92
2023-08-26,Sorghum,923,20.7,19106.1
2023-08-26,Barley,1075,25.44,27348.0
2023-08-27,Rice,2245,32.17,72221.65
2023-08-27,Wheat,501,27.29,13672.29
2023-08-27,Corn,963,22.41,21580.83
2023-08-27,Millet,867,18.85,16342.95
2023-08-27,Soybean,646,54.69,35329.74
2023-08-27,Rapeseed,797,60.34,48090.98
2023-08-27,Peanut,1699,62.11,105524.89
2023-08-27,Sorghum,949,21.41,20318.09
2023-08-27,Barley,1061,29.24,31023.64
2023-08-28,Rice,2130,32.07,68309.1
2023-08-28,Wheat,880,25.57,22501.6
2023-08-28,Corn,1344,22.28,29944.32
2023-08-28,Millet,776,17.09,13261.84
2023-08-28,Soybean,813,53.06,43137.78
2023-08-28,Rapeseed,1325,59.26,78519.5
2023-08-28,Peanut,1212,54.97,66623.64
2023-08-28,Sorghum,845,18.65,15759.25
2023-08-28,Barley,918,27.42,25171.56
2023-08-29,Rice,1900,27.53,52307.0
2023-08-29,Wheat,1351,27.11,36625.61
2023-08-29,Corn,1682,20.94,35221.08
2023-08-29,Millet,707,17.45,12337.15
2023-08-29,Soybean,868,46.01,39936.68
2023-08-29,Rapeseed,883,52.34,46216.22
2023-08-29,Peanut,1203,62.59,75295.77
2023-08-29,Sorghum,868,19.07,16552.76
2023-08-29,Barley,787,26.96,21217.52
2023-08-30,Rice,1215,29.63,36000.45
2023-08-30,Wheat,539,23.9,12882.1
2023-08-30,Corn,1795,20.51,36815.45
2023-08-30,Millet,746,17.56,13099.76
2023-08-30,Soybean,973,54.4,52931.2
2023-08-30,Rapeseed,509,54.07,27521.63
2023-08-30,Peanut,858,60.44,51857.52
2023-08-30,Sorghum,1251,18.32,22918.32
2023-08-30,Barley,1434,28.23,40481.82
2023-08-31,Rice,1770,32.61,57719.7
2023-08-31,Wheat,1163,27.43,31901.09
2023-08-31,Corn,1342,23.91,32087.22
2023-08-31,Millet,932,16.56,15433.92
2023-08-31,Soybean,661,48.02,31741.22
2023-08-31,Rapeseed,749,60.43,45262.07
2023-08-31,Peanut,1096,55.69,61036.24
2023-08-31,Sorghum,505,20.78,10493.9
2023-08-31,Barley,698,30.16,21051.68
2023-09-01,Rice,606,30.17,18283.02
2023-09-01,Wheat,620,22.76,14111.2
2023-09-01,Corn,1555,22.55,35065.25
2023-09-01,Millet,1545,19.03,29401.35
2023-09-01,Soybean,1831,52.48,96090.88
2023-09-01,Rapeseed,858,57.7,49506.6
2023-09-01,Peanut,1999,65.51,130954.49
2023-09-01,Sorghum,1886,18.14,34212.04
2023-09-01,Barley,1479,30.02,44399.58
2023-09-02,Rice,1503,29.27,43992.81
2023-09-02,Wheat,1273,25.9,32970.7
2023-09-02,Corn,1417,24.06,34093.02
2023-09-02,Millet,1604,18.08,29000.32
2023-09-02,Soybean,1836,45.82,84125.52
2023-09-02,Rapeseed,631,55.71,35153.01
2023-09-02,Peanut,981,61.4,60233.4
2023-09-02,Sorghum,1904,20.15,38365.6
2023-09-02,Barley,764,25.46,19451.44
2023-09-03,Rice,1609,32.31,51986.79
2023-09-03,Wheat,612,23.21,14204.52
2023-09-03,Corn,1089,23.49,25580.61
2023-09-03,Millet,759,17.87,13563.33
2023-09-03,Soybean,1687,46.1,77770.7
2023-09-03,Rapeseed,1068,59.32,63353.76
2023-09-03,Peanut,1387,55.66,77200.42
2023-09-03,Sorghum,1261,20.51,25863.11
2023-09-03,Barley,741,30.13,22326.33
2023-09-04,Rice,637,31.7,20192.9
2023-09-04,Wheat,1259,23.33,29372.47
2023-09-04,Corn,1905,22.22,42329.1
2023-09-04,Millet,1513,17.68,26749.84
2023-09-04,Soybean,1071,53.65,57459.15
2023-09-04,Rapeseed,1499,58.81,88156.19
2023-09-04,Peanut,2076,55.18,114553.68
2023-09-04,Sorghum,651,18.07,11763.57
2023-09-04,Barley,963,25.97,25009.11
2023-09-05,Rice,858,29.12,24984.96
2023-09-05,Wheat,1086,24.62,26737.32
2023-09-05,Corn,1909,22.7,43334.3
2023-09-05,Millet,1264,18.09,22865.76
2023-09-05,Soybean,1914,47.0,89958.0
2023-09-05,Rapeseed,1384,49.69,68770.96
2023-09-05,Peanut,1321,64.05,84610.05
2023-09-05,Sorghum,1142,21.8,24895.6
2023-09-05,Barley,1265,27.04,34205.6
2023-09-06,Rice,1052,27.2,28614.4
2023-09-06,Wheat,601,23.19,13937.19
2023-09-06,Corn,2067,21.31,44047.77
2023-09-06,Millet,1525,17.97,27404.25
2023-09-06,Soybean,846,45.66,38628.36
2023-09-06,Rapeseed,722,54.35,39240.7
2023-09-06,Peanut,1979,65.57,129763.03
2023-09-06,Sorghum,1223,20.56,25144.88
2023-09-06,Barley,1402,30.39,42606.78
2023-09-07,Rice,1522,32.45,49388.9
2023-09-07,Wheat,950,25.21,23949.5
2023-09-07,Corn,1863,22.86,42588.18
2023-09-07,Millet,1302,18.12,23592.24
2023-09-07,Soybean,1921,48.17,92534.57
2023-09-07,Rapeseed,544,58.53,31840.32
2023-09-07,Peanut,1712,61.31,104962.72
2023-09-07,Sorghum,1446,21.28,30770.88
2023-09-07,Barley,864,30.2,26092.8
2023-09-08,Rice,628,27.8,17458.4
2023-09-08,Wheat,832,26.97,22439.04
2023-09-08,Corn,1770,21.84,38656.8
2023-09-08,Millet,1042,17.67,18412.14
2023-09-08,Soybean,1828,50.47,92259.16
2023-09-08,Rapeseed,1473,56.3,82929.9
2023-09-08,Peanut,1185,60.24,71384.4
2023-09-08,Sorghum,1547,19.28,29826.16
2023-09-08,Barley,964,29.17,28119.88
2023-09-09,Rice,865,29.34,25379.1
2023-09-09,Wheat,617,25.09,15480.53
2023-09-09,Corn,1029,21.04,21650.16
2023-09-09,Millet,972,16.86,16387.92
2023-09-09,Soybean,1965,47.17,92689.05
2023-09-09,Rapeseed,716,59.01,42251.16
2023-09-09,Peanut,1860,61.55,114483.0
2023-09-09,Sorghum,1796,20.94,37608.24
2023-09-09,Barley,1372,27.27,37414.44
2023-09-10,Rice,956,28.59,27332.04
2023-09-10,Wheat,1196,25.51,30509.96
2023-09-10,Corn,1045,22.05,23042.25
2023-09-10,Millet,1491,18.95,28254.45
2023-09-10,Soybean,925,47.94,44344.5
2023-09-10,Rapeseed,651,55.04,35831.04
2023-09-10,Peanut,925,59.92,55426.0
2023-09-10,Sorghum,1729,19.54,33784.66
2023-09-10,Barley,839,27.14,22770.46
2023-09-11,Rice,1263,30.39,38382.57
2023-09-11,Wheat,1085,25.64,27819.4
2023-09-11,Corn,1554,21.37,33208.98
2023-09-11,Millet,889,18.24,16215.36
2023-09-11,Soybean,1332,46.28,61644.96
2023-09-11,Rapeseed,853,58.38,49798.14
2023-09-11,Peanut,2010,56.81,114188.1
2023-09-11,Sorghum,962,20.35,19576.7
2023-09-11,Barley,862,25.86,22291.32
2023-09-12,Rice,1534,32.22,49425.48
2023-09-12,Wheat,764,26.85,20513.4
2023-09-12,Corn,1734,21.63,37506.42
2023-09-12,Millet,1399,19.57,27378.43
2023-09-12,Soybean,1390,46.63,64815.7
2023-09-12,Rapeseed,1094,52.38,57303.72
2023-09-12,Peanut,746,60.73,45304.58
2023-09-12,Sorghum,783,21.63,16936.29
2023-09-12,Barley,870,28.09,24438.3
2023-09-13,Rice,883,28.73,25368.59
2023-09-13,Wheat,589,27.27,16062.03
2023-09-13,Corn,1108,20.29,22481.32
2023-09-13,Millet,907,16.59,15047.13
2023-09-13,Soybean,2010,45.38,91213.8
2023-09-13,Rapeseed,754,51.62,38921.48
2023-09-13,Peanut,1857,55.79,103602.03
2023-09-13,Sorghum,910,20.39,18554.9
2023-09-13,Barley,711,30.55,21721.05
2023-09-14,Rice,1776,32.71,58092.96
2023-09-14,Wheat,696,22.93,15959.28
2023-09-14,Corn,1818,23.35,42450.3
2023-09-14,Millet,1053,17.5,18427.5
2023-09-14,Soybean,1299,49.45,64235.55
2023-09-14,Rapeseed,1429,58.95,84239.55
2023-09-14,Peanut,1248,56.78,70861.44
2023-09-14,Sorghum,802,19.79,15871.58
2023-09-14,Barley,922,27.7,25539.4
2023-09-15,Rice,1024,29.46,30167.04
2023-09-15,Wheat,1250,27.43,34287.5
2023-09-15,Corn,852,23.58,20090.16
2023-09-15,Millet,1658,16.99,28169.42
2023-09-15,Soybean,1849,47.16,87198.84
2023-09-15,Rapeseed,1102,51.73,57006.46
2023-09-15,Peanut,2062,54.97,113348.14
2023-09-15,Sorghum,852,20.28,17278.56
2023-09-15,Barley,1436,30.73,44128.28
2023-09-16,Rice,1374,27.24,37427.76
2023-09-16,Wheat,711,23.65,16815.15
2023-09-16,Corn,1872,20.36,38113.92
2023-09-16,Millet,766,17.16,13144.56
2023-09-16,Soybean,859,53.24,45733.16
2023-09-16,Rapeseed,1407,54.14,76174.98
2023-09-16,Peanut,1597,62.02,99045.94
2023-09-16,Sorghum,1283,18.99,24364.17
2023-09-16,Barley,561,25.52,14316.72
2023-09-17,Rice,1190,27.7,32963.0
2023-09-17,Wheat,967,24.46,23652.82
2023-09-17,Corn,1725,23.05,39761.25
2023-09-17,Millet,855,18.64,15937.2
2023-09-17,Soybean,901,47.77,43040.77
2023-09-17,Rapeseed,972,56.54,54956.88
2023-09-17,Peanut,704,61.65,43401.6
2023-09-17,Sorghum,1586,19.72,31275.92
2023-09-17,Barley,1273,26.74,34040.02
2023-09-18,Rice,1424,31.21,44443.04
2023-09-18,Wheat,1215,26.3,31954.5
2023-09-18,Corn,1873,21.16,39632.68
2023-09-18,Millet,1494,16.24,24262.56
2023-09-18,Soybean,1846,54.44,100496.24
2023-09-18,Rapeseed,1450,55.0,79750.0
2023-09-18,Peanut,806,63.0,50778.0
2023-09-18,Sorghum,1028,21.06,21649.68
2023-09-18,Barley,888,27.22,24171.36
2023-09-19,Rice,1688,31.0,52328.0
2023-09-19,Wheat,1326,25.77,34171.02
2023-09-19,Corn,1711,23.9,40892.9
2023-09-19,Millet,1424,16.63,23681.12
2023-09-19,Soybean,1509,46.0,69414.0
2023-09-19,Rapeseed,1199,53.58,64242.42
2023-09-19,Peanut,1803,64.81,116852.43
2023-09-19,Sorghum,1084,19.85,21517.4
2023-09-19,Barley,1053,25.79,27156.87
2023-09-20,Rice,1087,30.15,32773.05
2023-09-20,Wheat,1020,23.25,23715.0
2023-09-20,Corn,2023,22.5,45517.5
2023-09-20,Millet,1524,19.23,29306.52
2023-09-20,Soybean,1228,52.92,64985.76
2023-09-20,Rapeseed,1467,58.66,86054.22
2023-09-20,Peanut,1625,60.34,98052.5
2023-09-20,Sorghum,955,21.96,20971.8
2023-09-20,Barley,1468,26.26,38549.68
2023-09-21,Rice,847,28.86,24444.42
2023-09-21,Wheat,1328,23.22,30836.16
2023-09-21,Corn,1284,21.28,27323.52
2023-09-21,Millet,967,18.37,17763.79
2023-09-21,Soybean,1411,52.79,74486.69
2023-09-21,Rapeseed,1028,54.75,56283.0
2023-09-21,Peanut,957,64.34,61573.38
2023-09-21,Sorghum,1307,18.65,24375.55
2023-09-21,Barley,1004,26.09,26194.36
2023-09-22,Rice,933,32.71,30518.43
2023-09-22,Wheat,1042,27.17,28311.14
2023-09-22,Corn,2176,23.85,51897.6
2023-09-22,Millet,1422,16.87,23989.14
2023-09-22,Soybean,2146,52.89,113501.94
2023-09-22,Rapeseed,943,55.98,52789.14
2023-09-22,Peanut,2052,56.38,115691.76
2023-09-22,Sorghum,1041,18.51,19268.91
2023-09-22,Barley,1286,28.6,36779.6
2023-09-23,Rice,1628,31.16,50728.48
2023-09-23,Wheat,1474,23.67,34889.58
2023-09-23,Corn,1317,20.08,26445.36
2023-09-23,Millet,1617,18.97,30674.49
2023-09-23,Soybean,2050,48.25,98912.5
2023-09-23,Rapeseed,1441,58.69,84572.29
2023-09-23,Peanut,1096,55.0,60280.0
